ID,Labels
1008,PER-2-3 PER-11-12 LOC-29 PER-42-43 PER-45-46
1009,MISC-17-18 PER-33-34
1010,LOC-14 LOC-16
1011,PER-11-12 LOC-17 PER-20-21
1012,LOC-1 PER-11
1013,
1014,PER-5-6-7 PER-11-12 PER-16-17 PER-21-22 PER-26-27 PER-31-32 PER-36-37-38 PER-45-46 PER-50-51 PER-55-56 PER-63-64 PER-68-69 PER-72-73 PER-77-78-79
1015,LOC-1 PER-5-6 PER-10-11 PER-15-16 PER-23-24 PER-28-29 PER-33-34 PER-37-38 PER-42-43 PER-47-48 PER-52-53 PER-60-61 PER-65-66 PER-70-71 PER-74-75
1016,MISC-1 PER-3-4-5 LOC-11
1017,MISC-9
1018,PER-6-7 PER-11-12-13
1019,LOC-3 PER-8-9 LOC-16 LOC-18
1020,MISC-6
1021,
1022,MISC-7 ORG-13-14 PER-17-18 ORG-23-24 PER-27-28
1023,
1024,
1025,
1026,
1027,
1028,MISC-1
1029,ORG-1-2 ORG-4-5
1030,MISC-8-9
1031,
1032,LOC-1 LOC-3
1033,MISC-7-8
1034,
1035,
1036,PER-3-4 PER-9-10
1037,LOC-1 PER-3-4
1038,
1039,ORG-3-4 MISC-9-10
1040,ORG-1
1041,LOC-1 LOC-3 MISC-8-9 MISC-11
1042,
1043,
1044,
1045,PER-13-14 MISC-22 PER-23-24
1046,PER-1
1047,PER-9
1048,PER-1
1049,
1050,
1051,LOC-2
1052,PER-1
1053,
1054,PER-3-4-5 PER-11-12
1055,
1056,PER-3 PER-8-9
1057,
1058,
1059,PER-1-2-3 ORG-7 PER-15-16
1060,
1061,
1062,ORG-4-5
1063,
1064,LOC-4-5
1065,PER-2-3 PER-9-10
1066,PER-2-3 PER-6-7
1067,PER-2 ORG-5-6
1068,
1069,PER-4 PER-6-7
1070,LOC-1 PER-3-4
1071,
1072,MISC-8-9
1073,
1074,MISC-1 PER-4-5 MISC-14-15 LOC-17
1075,ORG-34-35
1076,PER-1 LOC-5 LOC-9 MISC-19 LOC-22
1077,
1078,
1079,
1080,PER-2-3 LOC-17 LOC-19 MISC-24-25
1081,MISC-3-4
1082,
1083,MISC-3-4
1084,
1085,ORG-1 ORG-3-4
1086,ORG-1-2 ORG-4-5
1087,ORG-1 ORG-3
1088,ORG-3 MISC-7
1089,
1090,LOC-1 LOC-8 MISC-11-12
1091,
1092,LOC-1 PER-3-4 PER-9-10
1093,LOC-1 PER-3-4
1094,
1095,PER-3
1096,LOC-1
1097,MISC-2 PER-5-6
1098,PER-3 PER-5-6 PER-15 LOC-18 MISC-27 ORG-35-36
1099,PER-1 PER-3 PER-7-8
1100,PER-2-3 PER-23
1101,PER-1
1102,
1103,PER-1 MISC-16 ORG-25 PER-31
1104,PER-1 PER-6-7
1105,LOC-2 PER-4-5 PER-9 ORG-16
1106,ORG-1
1107,LOC-1
1108,
1109,PER-3-4
1110,ORG-3-4 PER-9-10 LOC-16
1111,MISC-12 LOC-15
1112,MISC-3 PER-6 MISC-8 LOC-10 MISC-15 LOC-17-18 MISC-21 LOC-32
1113,ORG-4 LOC-6 ORG-11-12-13-14-15 LOC-17 MISC-22-23
1114,LOC-1 LOC-5 LOC-7 PER-13 LOC-15
1115,MISC-3 PER-6-7 ORG-14 LOC-19 LOC-24
1116,PER-1 LOC-3
1117,LOC-3 LOC-7 LOC-15
1118,MISC-3-4-5-6-7
1119,LOC-11
1120,ORG-5-6-7 ORG-11-12-13
1121,PER-3-4 MISC-8-9 MISC-15 MISC-21
1122,LOC-4 ORG-23-24
1123,
1124,LOC-3-4 LOC-7-8
1125,LOC-2 PER-14-15 LOC-21
1126,PER-3-4-5
1127,MISC-1
1128,PER-7-8 LOC-10 LOC-16 PER-21-22 MISC-29-30
1129,PER-3-4-5-6
1130,LOC-1
1131,PER-3-4-5
1132,ORG-14-15
1133,MISC-8 PER-11-12 MISC-16 LOC-21
1134,
1135,MISC-3 PER-7-8 MISC-11-12-13
1136,
1137,PER-3-4-5 LOC-11-12 LOC-14-15
1138,LOC-8-9 MISC-11
1139,LOC-4-5 MISC-7 LOC-9 LOC-18
1140,LOC-1
1141,MISC-3 PER-5-6-7 LOC-9 ORG-11
1142,LOC-16 LOC-21
1143,MISC-5 LOC-8 LOC-10 LOC-12 LOC-14 LOC-16 LOC-18 MISC-26
1144,ORG-4-5-6 LOC-15 LOC-19 MISC-24
1145,MISC-1-2
1146,LOC-1
1147,MISC-3
1148,LOC-1-2 LOC-30
1149,LOC-8
1150,LOC-28
1151,LOC-1
1152,LOC-9
1153,LOC-6
1154,ORG-1-2-3
1155,LOC-3
1156,MISC-1-2-3 PER-5-6 MISC-17 LOC-34
1157,LOC-1 MISC-8
1158,
1159,
1160,PER-3-4 MISC-11 MISC-13 ORG-22-23
1161,MISC-8 LOC-20 ORG-26-27-28
1162,LOC-1 LOC-3 LOC-6
1163,LOC-1
1164,LOC-1 MISC-5 MISC-12 LOC-15
1165,MISC-4
1166,MISC-5
1167,ORG-1 MISC-6 MISC-12
1168,MISC-16-17 MISC-22 PER-25-26 MISC-29-30 MISC-35
1169,LOC-6 MISC-8 MISC-10
1170,ORG-15-16
1171,
1172,PER-2
1173,LOC-1
1174,MISC-2 LOC-17 MISC-20
1175,
1176,
1177,LOC-7 LOC-13 LOC-15 LOC-18 LOC-20
1178,LOC-13 LOC-18
1179,LOC-8 LOC-15
1180,LOC-13
1181,MISC-2
1182,
1183,PER-4 LOC-8
1184,LOC-1
1185,MISC-2 MISC-15 MISC-23 LOC-26 LOC-29
1186,ORG-6-7-8 MISC-10 MISC-17 LOC-30 MISC-37 LOC-42
1187,LOC-5 MISC-9 MISC-11 LOC-21 ORG-35
1188,LOC-20
1189,MISC-12
1190,PER-2-3 LOC-8 LOC-18 MISC-28 LOC-33
1191,LOC-4 LOC-6 LOC-18 LOC-26 MISC-36-37
1192,LOC-4
1193,LOC-1
1194,MISC-19
1195,ORG-7-8-9 ORG-11 LOC-31
1196,LOC-12 MISC-24
1197,MISC-3-4
1198,
1199,MISC-3-4
1200,ORG-3
1201,ORG-1 ORG-3
1202,
1203,PER-1-2-3
1204,LOC-1
1205,ORG-1
1206,PER-1
1207,LOC-1
1208,ORG-1
1209,
1210,ORG-1
1211,
1212,ORG-1-2-3
1213,
1214,MISC-1-2 LOC-21-22
1215,PER-1-2 ORG-7-8 LOC-16
1216,LOC-2
1217,LOC-16-17
1218,PER-37-38 ORG-41-42-43
1219,
1220,
1221,LOC-1 LOC-6-7 ORG-20 MISC-27 MISC-29 MISC-31
1222,PER-6 ORG-21-22 MISC-36
1223,LOC-1
1224,ORG-1
1225,MISC-2 ORG-16
1226,ORG-2 ORG-5-6-7-8-9 LOC-11 ORG-13 ORG-17-18-19-20-21
1227,ORG-3
1228,MISC-20 LOC-31
1229,ORG-1 MISC-29 LOC-33
1230,LOC-11
1231,PER-4 PER-6 LOC-15 MISC-20 LOC-22 MISC-39 LOC-42
1232,
1233,ORG-1
1234,MISC-1
1235,MISC-6-7 LOC-10 LOC-15 LOC-30 LOC-38
1236,ORG-1 MISC-3
1237,LOC-1 LOC-3
1238,ORG-1 MISC-12 LOC-18 LOC-20 LOC-22 MISC-34
1239,
1240,MISC-5 LOC-12 ORG-15 PER-17-18-19 LOC-22
1241,PER-1 ORG-4 LOC-15 LOC-17
1242,LOC-1 MISC-4 MISC-7-8
1243,MISC-11
1244,
1245,ORG-8-9-10 ORG-15
1246,ORG-2 LOC-6 ORG-14 ORG-17 ORG-25
1247,
1248,PER-1-2
1249,LOC-3
1250,MISC-4
1251,MISC-21 LOC-36
1252,
1253,MISC-9 PER-11-12
1254,
1255,MISC-1 MISC-19 PER-22-23
1256,MISC-6 LOC-10 PER-36-37
1257,
1258,
1259,PER-13-14
1260,PER-1-2
1261,PER-23 LOC-30
1262,MISC-1 LOC-8 PER-12-13 MISC-39
1263,
1264,
1265,PER-1-2
1266,PER-12-13
1267,
1268,LOC-4
1269,LOC-1 PER-6 MISC-24 PER-28-29 PER-32 LOC-34 LOC-40
1270,
1271,MISC-21
1272,
1273,PER-2
1274,MISC-1 MISC-6
1275,
1276,MISC-2 ORG-6-7-8-9 ORG-11 LOC-16 ORG-18 MISC-22 ORG-27-28 PER-30-31
1277,PER-1-2 LOC-11 MISC-18 PER-20-21
1278,LOC-7 MISC-18 ORG-27
1279,MISC-18
1280,PER-6 MISC-8 MISC-20 MISC-22 PER-24-25 LOC-35
1281,MISC-3 LOC-11
1282,
1283,PER-1-2 MISC-15 PER-24-25
1284,MISC-18
1285,LOC-2 MISC-9 PER-13
1286,MISC-10-11 MISC-14
1287,MISC-8 ORG-13
1288,PER-1 MISC-16
1289,PER-2-3
1290,MISC-2
1291,
1292,MISC-2 LOC-18 ORG-20
1293,LOC-12-13
1294,PER-9
1295,LOC-13
1296,MISC-1 PER-3-4-5
1297,ORG-1
1298,LOC-3 PER-9-10-11 PER-23
1299,PER-1 PER-7 MISC-20 PER-24-25
1300,LOC-20 LOC-22 PER-24 ORG-34-35
1301,LOC-14 MISC-22 MISC-30 ORG-38-39 MISC-49 LOC-59 PER-63-64
1302,PER-1 MISC-5 PER-7 LOC-18
1303,
1304,
1305,
1306,ORG-8-9 PER-13
1307,
1308,ORG-1-2-3 LOC-6
1309,ORG-1
1310,LOC-2 ORG-6-7 PER-9-10 LOC-14 ORG-21-22 MISC-25 MISC-32-33
1311,PER-6-7-8 LOC-24 LOC-31
1312,LOC-12-13 LOC-15
1313,LOC-1 LOC-6 LOC-15
1314,LOC-16 MISC-20-21 LOC-28
1315,PER-6 LOC-8
1316,MISC-1 LOC-5
1317,
1318,MISC-13 LOC-16
1319,ORG-1-2 LOC-10 LOC-12 LOC-25
1320,PER-1-2 LOC-8 ORG-11-12
1321,PER-1
1322,
1323,PER-12-13 LOC-15 MISC-24
1324,LOC-1
1325,
1326,PER-6-7 LOC-9
1327,PER-1-2 MISC-8-9 PER-11-12 LOC-14 PER-17 PER-30-31
1328,ORG-25-26 PER-34-35 PER-39
1329,LOC-2
1330,PER-16 LOC-19 ORG-23-24 LOC-30
1331,LOC-5
1332,PER-1 LOC-15
1333,
1334,
1335,PER-1 LOC-7 LOC-10
1336,PER-1
1337,PER-1 PER-17
1338,PER-3 PER-8-9 PER-22
1339,LOC-1 LOC-3 ORG-5
1340,
1341,PER-3-4 MISC-8 PER-10 ORG-13-14-15-16 LOC-18 MISC-31
1342,PER-21 ORG-23
1343,
1344,LOC-1
1345,LOC-13
1346,PER-1
1347,LOC-11
1348,PER-1 PER-3-4
1349,PER-1-2
1350,
1351,PER-1 PER-5-6-7-8
1352,PER-38-39 ORG-44
1353,PER-1-2
1354,PER-19-20 MISC-22-23 PER-25 LOC-27
1355,
1356,MISC-2 PER-23-24 PER-27-28
1357,
1358,PER-2-3 ORG-13
1359,
1360,
1361,PER-1-2 PER-11
1362,ORG-7
1363,ORG-2 ORG-14-15-16-17-18-19 LOC-21
1364,
1365,
1366,PER-1-2
1367,
1368,
1369,LOC-7 PER-9-10
1370,
1371,PER-35-36
1372,PER-1-2 LOC-11 LOC-20
1373,PER-7-8 LOC-10 ORG-12 ORG-18-19 MISC-21 LOC-32
1374,PER-1-2
1375,ORG-7 LOC-17
1376,
1377,PER-1 LOC-7
1378,ORG-1-2 LOC-4
1379,ORG-1
1380,ORG-2-3-4 LOC-7-8 LOC-20 LOC-24 ORG-27-28
1381,
1382,
1383,LOC-1
1384,ORG-1-2-3 LOC-15
1385,PER-4 PER-6 LOC-8 LOC-14 LOC-17
1386,
1387,
1388,LOC-1-2 LOC-7-8 LOC-19 PER-25
1389,MISC-2 LOC-8 LOC-11-12 MISC-20-21-22-23 PER-25 PER-37
1390,PER-1 PER-3
1391,MISC-10-11
1392,PER-1 MISC-11-12
1393,ORG-7-8-9
1394,ORG-3 MISC-8-9 ORG-19 PER-21 MISC-34-35
1395,
1396,LOC-1-2 LOC-7 MISC-16
1397,MISC-1
1398,ORG-1
1399,MISC-1 PER-7-8 LOC-11 PER-15-16 LOC-18
1400,LOC-3 LOC-11 PER-14 PER-18
1401,LOC-7
1402,PER-7
1403,PER-1 LOC-5
1404,PER-4 LOC-15 ORG-20-21
1405,PER-4 PER-14-15
1406,
1407,PER-1 LOC-20 ORG-22-23
1408,MISC-1 PER-32
1409,LOC-1 PER-5-6
1410,ORG-1
1411,MISC-1 PER-6-7 LOC-10 PER-14-15 LOC-17
1412,PER-3
1413,PER-5 LOC-18
1414,PER-1
1415,PER-4 PER-14-15
1416,
1417,PER-1 LOC-21 ORG-23-24
1418,LOC-1-2
1419,LOC-1-2
1420,LOC-12-13
1421,MISC-13 ORG-17-18 ORG-25-26-27
1422,
1423,PER-1 MISC-9-10 LOC-16 LOC-18
1424,
1425,LOC-1
1426,ORG-1
1427,MISC-2 ORG-22-23
1428,LOC-3 LOC-11
1429,
1430,
1431,PER-1
1432,LOC-4 LOC-12
1433,LOC-1
1434,
1435,MISC-1-2 MISC-4 LOC-8
1436,
1437,MISC-1 LOC-8 LOC-17 MISC-23-24 ORG-27
1438,
1439,
1440,LOC-7 PER-10-11 ORG-14-15-16 ORG-18 ORG-21 LOC-25
1441,PER-1 MISC-13 LOC-17 ORG-21 MISC-33
1442,
1443,PER-1
1444,ORG-2 LOC-5 ORG-8 MISC-12 MISC-26 LOC-29
1445,LOC-1 PER-3-4 LOC-10 LOC-14 MISC-20
1446,ORG-2 ORG-7-8-9-10 LOC-16 LOC-26
1447,ORG-2 ORG-5 LOC-9
1448,LOC-1-2 MISC-6-7 MISC-13-14
1449,LOC-6 MISC-12 LOC-14
1450,ORG-1 LOC-7
1451,
1452,LOC-8 LOC-10 LOC-16 MISC-22 MISC-26 MISC-30
1453,LOC-11 PER-13 LOC-15 LOC-17 LOC-20-21 MISC-30 LOC-33 ORG-40-41-42 LOC-44 LOC-46
1454,LOC-10 MISC-17 LOC-22 LOC-26
1455,MISC-7
1456,LOC-24
1457,MISC-8 MISC-18 LOC-27
1458,MISC-3 LOC-13 MISC-18
1459,PER-1 ORG-3-4-5 LOC-15
1460,MISC-3
1461,
1462,ORG-1-2-3 ORG-5 PER-8-9 MISC-17 LOC-32 ORG-36 LOC-39
1463,MISC-8
1464,ORG-6 LOC-9 LOC-12 ORG-26
1465,ORG-1 LOC-5
1466,
1467,ORG-11
1468,PER-30
1469,
1470,
1471,LOC-1 LOC-3 LOC-5 ORG-7
1472,
1473,LOC-1 PER-6-7 MISC-11 LOC-17 MISC-20 PER-23-24
1474,PER-13-14-15
1475,ORG-3-4-5-6 PER-9-10 PER-13 ORG-22-23-24 LOC-26
1476,PER-1 LOC-3 LOC-15 MISC-21-22 LOC-24 LOC-33 PER-36-37 LOC-49 LOC-51
1477,PER-3 LOC-8 MISC-32 LOC-50
1478,ORG-1 MISC-18 ORG-28
1479,ORG-1 MISC-5
1480,
1481,ORG-1-2 LOC-11 LOC-14 MISC-18 MISC-27
1482,ORG-2 ORG-4-5-6
1483,
1484,
1485,MISC-8 MISC-20 ORG-24
1486,LOC-4
1487,
1488,MISC-8
1489,ORG-1
1490,
1491,LOC-3 LOC-6 MISC-9 LOC-14 MISC-19
1492,LOC-2
1493,
1494,PER-2 LOC-5 ORG-8-9
1495,PER-5-6 LOC-9 PER-13 PER-15-16 MISC-19
1496,
1497,LOC-3
1498,ORG-1
1499,
1500,
1501,
1502,MISC-27-28 ORG-32 ORG-36-37 LOC-39 ORG-45-46-47 LOC-50
1503,ORG-6-7-8-9-10-11 LOC-15
1504,PER-1-2 ORG-9-10-11-12-13
1505,
1506,
1507,
1508,ORG-4-5-6-7-8
1509,PER-26
1510,
1511,ORG-4-5
1512,ORG-3
1513,
1514,PER-4 PER-7-8-9
1515,
1516,PER-22-23 ORG-26-27-28
1517,ORG-3 ORG-14-15-16
1518,ORG-1
1519,
1520,
1521,ORG-7
1522,ORG-1
1523,MISC-7
1524,
1525,
1526,
1527,LOC-21
1528,LOC-1 LOC-6 PER-8
1529,PER-1-2
1530,LOC-1
1531,LOC-4 PER-16-17 LOC-22 MISC-25 LOC-30 LOC-32
1532,PER-13-14 LOC-20 PER-25 MISC-30 LOC-51-52
1533,PER-33 PER-35-36
1534,
1535,PER-1 LOC-8 LOC-12 MISC-25 MISC-28 LOC-32
1536,PER-11 LOC-18 PER-20
1537,
1538,LOC-2 LOC-17
1539,PER-1 MISC-3 LOC-10 MISC-19 LOC-22 LOC-27
1540,LOC-6 LOC-12 LOC-16
1541,LOC-1 LOC-6 MISC-10 LOC-18
1542,LOC-6 LOC-8 ORG-10 PER-19 PER-21 ORG-24-25 MISC-33 MISC-35 LOC-47 LOC-51-52
1543,ORG-8-9
1544,LOC-3 LOC-9 PER-15 LOC-18 LOC-23-24 LOC-27
1545,ORG-11-12-13-14
1546,PER-2-3 LOC-19 LOC-23
1547,MISC-3
1548,
1549,MISC-2
1550,PER-5 LOC-7
1551,LOC-10
1552,
1553,PER-9-10 PER-15-16 LOC-37
1554,ORG-15-16 LOC-31
1555,LOC-1
1556,LOC-1
1557,ORG-9 MISC-17
1558,MISC-1 MISC-30
1559,PER-2-3
1560,
1561,PER-17-18
1562,
1563,MISC-1 ORG-5-6-7-8 LOC-10 MISC-34
1564,LOC-8 MISC-12
1565,LOC-1 MISC-4 LOC-9
1566,
1567,MISC-1 MISC-10 LOC-14 LOC-25
1568,PER-14-15 MISC-19 MISC-31
1569,
1570,MISC-6 LOC-15
1571,MISC-2 LOC-11
1572,LOC-1
1573,
1574,LOC-16 MISC-20 PER-22-23
1575,LOC-1 LOC-8 MISC-18 MISC-28 LOC-32
1576,LOC-1 LOC-4 LOC-7 LOC-16
1577,LOC-1 LOC-8 PER-16-17
1578,LOC-2
1579,MISC-1 LOC-6 PER-10-11 MISC-18
1580,LOC-1 MISC-9 PER-13
1581,LOC-1 ORG-3-4-5
1582,
1583,MISC-1 PER-4-5 MISC-10 PER-12-13 LOC-19
1584,LOC-4 LOC-16 LOC-20 PER-22-23 ORG-27-28-29-30 MISC-33-34-35 MISC-41
1585,PER-7 ORG-15-16 LOC-24
1586,
1587,MISC-10-11-12 ORG-17-18-19-20-21
1588,
1589,ORG-2-3-4 PER-12 ORG-14-15 LOC-29
1590,LOC-1 LOC-12 MISC-19
1591,LOC-11 MISC-21
1592,ORG-1 LOC-7
1593,
1594,ORG-2-3-4-5 LOC-20
1595,ORG-3 ORG-6
1596,MISC-6-7 MISC-11 ORG-14-15-16 ORG-18 LOC-26 LOC-29
1597,LOC-6
1598,
1599,LOC-18
1600,MISC-6 LOC-9 ORG-11 LOC-27
1601,
1602,LOC-15 LOC-18 PER-20 LOC-22
1603,LOC-8
1604,
1605,MISC-1
1606,MISC-16 ORG-20
1607,PER-5 PER-15-16 PER-21-22 LOC-34 PER-39
1608,LOC-27
1609,
1610,ORG-13-14 LOC-29
1611,LOC-6
1612,PER-1-2
1613,LOC-3
1614,PER-3-4 PER-17-18 ORG-26 ORG-35-36-37
1615,PER-5-6 LOC-8-9 PER-15-16 MISC-19-20 PER-21 MISC-29
1616,LOC-7 LOC-27-28
1617,LOC-1
1618,MISC-7 MISC-10 PER-22 PER-29-30
1619,
1620,
1621,LOC-1 ORG-8-9 LOC-25 PER-28
1622,PER-18-19 LOC-21 PER-23-24 LOC-26 PER-29
1623,
1624,
1625,PER-1 ORG-4 PER-21 MISC-23 LOC-31
1626,ORG-1-2-3-4-5 PER-7 LOC-18-19
1627,LOC-10 LOC-12
1628,
1629,MISC-5 PER-17
1630,
1631,
1632,
1633,MISC-17 LOC-32
1634,PER-19-20 PER-34
1635,LOC-20
1636,LOC-1
1637,
1638,ORG-4-5-6 MISC-38
1639,
1640,PER-13-14
1641,PER-2-3
1642,
1643,LOC-6 PER-8-9 ORG-11-12 LOC-14-15
1644,
1645,ORG-2
1646,ORG-2-3
